Date,CashValue,AssetValue,TotalValue
1983-09-13,2130.763000000001,53674.67599999999,55805.43899999999
1983-09-14,2130.763000000001,53793.752,55924.515
1983-09-15,2130.763000000001,53534.295999999995,55665.058999999994
1983-09-16,2130.763000000001,54500.03199999999,56630.79499999999
1983-09-19,2130.763000000001,55690.13200000001,57820.89500000001
1983-09-20,2130.763000000001,56061.38199999999,58192.14499999999
1983-09-21,2130.763000000001,55506.178,57636.941
1983-09-22,2130.763000000001,56222.677,58353.44
1983-09-23,2130.763000000001,55934.22799999999,58064.99099999999
1983-09-26,2130.763000000001,55637.849,57768.612
1983-09-27,2130.763000000001,55288.547,57419.31
1983-09-28,2130.763000000001,55187.898,57318.661
1983-09-29,2130.763000000001,55048.453,57179.216
1983-09-30,2130.763000000001,54744.57599999999,56875.338999999985
1983-10-03,2130.763000000001,54791.59999999999,56922.36299999999
1983-10-04,2130.763000000001,55085.346999999994,57216.10999999999
1983-10-05,2130.763000000001,55525.13399999999,57655.89699999999
1983-10-06,2130.763000000001,56506.204000000005,58636.967000000004
1983-10-07,2130.763000000001,57032.744,59163.507
1983-10-10,2130.763000000001,57443.60000000001,59574.36300000001
1983-10-11,2130.763000000001,56830.976,58961.739
1983-10-12,58769.75599999999,0.0,58769.75599999999
1983-10-13,2277.2539999999894,56295.67999999999,58572.93399999998
1983-10-14,2277.2539999999894,56219.770000000004,58497.02399999999
1983-10-17,2277.2539999999894,56173.95800000001,58451.212
1983-10-18,2277.2539999999894,54937.18600000001,57214.439999999995
1983-10-19,2277.2539999999894,54426.85,56704.103999999985
1983-10-20,2277.2539999999894,54641.371999999996,56918.62599999998
1983-10-21,2277.2539999999894,53518.59800000001,55795.852
1983-10-24,2277.2539999999894,54035.63999999999,56312.89399999998
1983-10-25,2277.2539999999894,54549.12,56826.37399999999
1983-10-26,2277.2539999999894,53960.22999999999,56237.483999999975
1983-10-27,2277.2539999999894,53960.79600000001,56238.049999999996
1983-10-28,2277.2539999999894,52831.88,55109.133999999984
1983-10-31,2277.2539999999894,52206.15999999999,54483.413999999975
1983-11-01,2277.2539999999894,51891.128000000004,54168.38199999999
1983-11-02,2277.2539999999894,52588.01800000001,54865.272
1983-11-03,2277.2539999999894,52452.538000000015,54729.792
1983-11-04,2277.2539999999894,52284.513999999996,54561.76799999998
1983-11-07,2277.2539999999894,51971.723999999995,54248.97799999998
1983-11-08,2277.2539999999894,52116.91799999999,54394.17199999998
1983-11-09,2277.2539999999894,53086.98999999999,55364.24399999998
1983-11-10,2277.2539999999894,53318.682,55595.93599999999
1983-11-11,2277.2539999999894,54820.81,57098.063999999984
1983-11-14,2277.2539999999894,55359.662,57636.91599999998
1983-11-15,2277.2539999999894,54593.972,56871.22599999999
1983-11-16,2277.2539999999894,54805.791999999994,57083.04599999998
1983-11-17,2277.2539999999894,54325.04800000001,56602.301999999996
1983-11-18,2277.2539999999894,53688.291999999994,55965.54599999998
1983-11-21,2277.2539999999894,53910.348000000005,56187.60199999999
1983-11-22,2277.2539999999894,53881.14400000001,56158.397999999994
1983-11-23,2277.2539999999894,53926.462,56203.715999999986
1983-11-25,2277.2539999999894,54123.49199999999,56400.74599999998
1983-11-28,2277.2539999999894,53968.866,56246.11999999999
1983-11-29,2277.2539999999894,54267.98599999999,56545.239999999976
1983-11-30,2277.2539999999894,53743.685999999994,56020.93999999998
1983-12-01,2277.2539999999894,53669.218,55946.47199999999
1983-12-02,2277.2539999999894,52862.958,55140.211999999985
1983-12-05,2277.2539999999894,52538.952,54816.205999999984
1983-12-06,2277.2539999999894,52263.51,54540.76399999999
1983-12-07,2277.2539999999894,52650.685999999994,54927.93999999998
1983-12-08,2277.2539999999894,52690.918,54968.171999999984
1983-12-09,2277.2539999999894,52464.371999999996,54741.62599999998
1983-12-12,2277.2539999999894,52768.295999999995,55045.54999999998
1983-12-13,2277.2539999999894,52207.87199999999,54485.125999999975
1983-12-14,2277.2539999999894,51307.172000000006,53584.42599999999
1983-12-15,2277.2539999999894,50997.504,53274.75799999999
1983-12-16,2277.2539999999894,51849.24800000001,54126.50199999999
1983-12-19,2277.2539999999894,52357.99800000001,54635.25199999999
1983-12-20,2277.2539999999894,52075.204000000005,54352.45799999999
1983-12-21,2277.2539999999894,52315.56,54592.813999999984
1983-12-22,2277.2539999999894,52434.579999999994,54711.83399999998
1983-12-23,2277.2539999999894,52326.793999999994,54604.04799999998
1983-12-27,2277.2539999999894,53266.59799999999,55543.85199999998
1983-12-28,2277.2539999999894,53665.909999999996,55943.16399999998
1983-12-29,2277.2539999999894,53609.53199999999,55886.78599999998
1983-12-30,2277.2539999999894,53784.324,56061.57799999999
1984-01-03,2277.2539999999894,53283.162,55560.41599999998
1984-01-04,2277.2539999999894,53677.21200000001,55954.46599999999
1984-01-05,2277.2539999999894,54705.128,56982.38199999998
1984-01-06,2277.2539999999894,54526.121999999996,56803.37599999998
1984-01-09,2277.2539999999894,54196.516,56473.76999999999
1984-01-10,2277.2539999999894,53755.52400000001,56032.778
1984-01-11,2277.2539999999894,53369.56199999998,55646.81599999997
1984-01-12,2277.2539999999894,53104.288,55381.54199999999
1984-01-13,2277.2539999999894,53211.763999999996,55489.01799999998
1984-01-16,2277.2539999999894,52577.850000000006,54855.10399999999
1984-01-17,2277.2539999999894,53095.297999999995,55372.55199999998
1984-01-18,2277.2539999999894,52582.27799999999,54859.53199999998
1984-01-19,2277.2539999999894,52324.28599999999,54601.53999999998
1984-01-20,2277.2539999999894,51488.21199999999,53765.46599999998
1984-01-23,2277.2539999999894,50707.388000000006,52984.64199999999
1984-01-24,2277.2539999999894,50461.496,52738.749999999985
1984-01-25,2277.2539999999894,49539.16,51816.41399999999
1984-01-26,2277.2539999999894,48795.42600000001,51072.67999999999
1984-01-27,2277.2539999999894,48572.088,50849.34199999999
1984-01-30,2277.2539999999894,48349.50800000001,50626.761999999995
1984-01-31,2277.2539999999894,49097.654,51374.90799999999
1984-02-01,2277.2539999999894,48782.30000000001,51059.554
1984-02-02,2277.2539999999894,49040.28000000001,51317.534
1984-02-03,2277.2539999999894,47385.265999999996,49662.51999999998
1984-02-06,2277.2539999999894,46397.382000000005,48674.63599999999
1984-02-07,2277.2539999999894,47335.030000000006,49612.28399999999
1984-02-08,2277.2539999999894,46100.75000000001,48378.00399999999
1984-02-09,2277.2539999999894,46052.812,48330.065999999984
1984-02-10,2277.2539999999894,46719.93,48997.18399999999
1984-02-13,2277.2539999999894,46287.944,48565.19799999999
1984-02-14,2277.2539999999894,46660.454,48937.707999999984
1984-02-15,2277.2539999999894,46243.94,48521.19399999999
1984-02-16,2277.2539999999894,46308.67000000001,48585.924
1984-02-17,2277.2539999999894,45798.61200000001,48075.865999999995
1984-02-21,47954.59,0.0,47954.59
1984-02-22,1734.2369999999887,45419.617999999995,47153.85499999998
1984-02-23,1734.2369999999887,45281.428,47015.664999999986
1984-02-24,1734.2369999999887,46405.79,48140.02699999999
1984-02-27,1734.2369999999887,46445.5,48179.73699999999
1984-02-28,1734.2369999999887,45719.524000000005,47453.76099999999
1984-02-29,1734.2369999999887,45813.147999999994,47547.38499999998
1984-03-01,1734.2369999999887,45755.218,47489.45499999999
1984-03-02,1734.2369999999887,46538.033,48272.26999999999
1984-03-05,1734.2369999999887,46257.81399999999,47992.05099999998
1984-03-06,1734.2369999999887,45981.71799999999,47715.95499999998
1984-03-07,1734.2369999999887,45495.994,47230.230999999985
1984-03-08,1734.2369999999887,45811.934,47546.17099999999
1984-03-09,1734.2369999999887,45440.85799999999,47175.09499999998
1984-03-12,1734.2369999999887,45527.538,47261.77499999999
1984-03-13,1734.2369999999887,46172.558,47906.794999999984
1984-03-14,1734.2369999999887,46079.998,47814.234999999986
1984-03-15,1734.2369999999887,46375.492999999995,48109.72999999998
1984-03-16,1734.2369999999887,47038.254,48772.49099999999
1984-03-19,1734.2369999999887,46142.67799999999,47876.91499999998
1984-03-20,1734.2369999999887,46781.077999999994,48515.31499999998
1984-03-21,1734.2369999999887,46692.189,48426.425999999985
