StartDate,Duration,BuyHoldEndingValue,PriceMomentum_longHistory_365_shortHistory_90_ReEval_30_stockcount_9_filter2EndingValue,BuyHoldGain,PriceMomentum_longHistory_365_shortHistory_90_ReEval_30_stockcount_9_filter2Gain,Difference
1/2/1982,1.0,33759.22999999996,44597.18399999997,0.12530766666666526,0.48657279999999914,0.3612651333333339
1/2/1983,1.0,34969.119999999995,41128.613999999965,0.1656373333333332,0.3709537999999988,0.2053164666666656
1/2/1984,1.0,30087.47999999999,28281.694999999985,0.0029159999999996966,-0.057276833333333776,-0.06019283333333347
1/2/1985,1.0,37614.09000000001,39360.442,0.25380300000000044,0.3120147333333334,0.05821173333333296
1/2/1986,1.0,34288.77000000005,41033.26600000001,0.1429590000000016,0.3677755333333337,0.22481653333333207
1/2/1987,1.0,30533.499999999985,34853.79300000003,0.017783333333332818,0.1617931000000008,0.14400976666666798
1/2/1988,1.0,33802.479999999996,29980.098999999995,0.12674933333333316,-0.0006633666666668869,-0.12741270000000005
1/2/1989,1.0,37467.60999999999,39880.113000000034,0.2489203333333332,0.32933710000000116,0.08041676666666797
1/2/1990,1.0,28111.900000000016,34887.037999999986,-0.06293666666666609,0.16290126666666627,0.22583793333333235
1/2/1991,1.0,37711.64000000001,55532.70700000002,0.2570546666666669,0.8510902333333339,0.594035566666667
1/2/1992,1.0,31409.869999999988,42285.62899999999,0.046995666666666214,0.4095209666666664,0.36252530000000016
1/2/1993,1.0,32234.639999999996,45804.83299999999,0.07448799999999989,0.5268277666666663,0.4523397666666664
1/2/1994,1.0,29745.450000000004,34736.488000000005,-0.008484999999999854,0.15788293333333359,0.16636793333333344
1/2/1995,1.0,39529.58,46903.11999999999,0.3176526666666668,0.5634373333333329,0.2457846666666661
1/2/1996,1.0,36365.92000000001,33665.05,0.2121973333333338,0.12216833333333343,-0.09002900000000036
1/2/1997,1.0,38599.11000000001,40517.12299999999,0.28663700000000025,0.3505707666666664,0.06393376666666617
1/2/1998,1.0,37845.0,44660.05599999998,0.26150000000000007,0.4886685333333327,0.22716853333333265
1/2/1999,1.0,34876.68000000001,75732.66800000002,0.16255600000000014,1.5244222666666674,1.3618662666666672
1/2/2000,1.0,27007.340000000004,29713.875000000004,-0.0997553333333332,-0.009537499999999866,0.09021783333333333
1/2/2001,1.0,28156.01999999999,30046.666999999994,-0.061466000000000354,0.0015555666666664525,0.0630215666666668
1/2/2002,1.0,23463.940000000002,29675.86500000002,-0.2178686666666666,-0.010804499999999329,0.20706416666666727
1/2/2003,1.0,37037.64000000003,45967.49700000003,0.2345880000000009,0.5322499000000012,0.29766190000000026
1/2/2004,1.0,32561.679999999982,31703.661000000007,0.08538933333333265,0.05678870000000025,-0.028600633333332404
1/2/2005,1.0,30770.94,38379.95399999998,0.025698,0.27933179999999935,0.25363379999999935
1/2/2006,1.0,33260.38,36870.90399999998,0.10867933333333335,0.22903013333333266,0.12035079999999931
1/2/2007,1.0,31006.6,39857.05599999998,0.033553333333333324,0.3285685333333328,0.2950151999999995
1/2/2008,1.0,19203.119999999995,18493.982999999997,-0.3598960000000001,-0.3835339000000001,-0.02363789999999999
1/2/2009,1.0,36896.44000000003,40493.009000000005,0.22988133333333427,0.34976696666666696,0.11988563333333269
1/2/2010,1.0,33622.44,39020.987,0.12074800000000008,0.30069956666666675,0.17995156666666667
1/2/2011,1.0,30011.44,30337.22199999999,0.0003813333333333446,0.011240733333333086,0.010859399999999741
1/2/2012,1.0,32757.260000000006,35383.36400000001,0.09190866666666686,0.17944546666666694,0.08753680000000008
1/2/2013,1.0,38393.39999999999,42565.358999999975,0.2797799999999995,0.4188452999999992,0.13906529999999973
1/2/2014,1.0,33154.66000000001,36385.97399999999,0.10515533333333371,0.21286579999999966,0.10771046666666595
1/2/2015,1.0,30496.579999999987,35929.92099999999,0.016552666666666216,0.19766403333333282,0.1811113666666666
1/2/2016,1.0,32793.97999999999,36041.87300000001,0.09313266666666631,0.2013957666666668,0.1082631000000005
1/2/2017,1.0,34422.12,42081.83499999999,0.1474040000000001,0.40272783333333306,0.255323833333333
